job_title,salary,salary_currency
Data Scientist,184000,USD
Data Engineer,260000,USD
Data Engineer,225000,USD
Data Engineer,331640,USD
Data Engineer,283780,USD
Data Scientist,174000,USD
Data Scientist,134000,USD
Data Scientist,359170,USD
Data Scientist,310270,USD
Data Scientist,359170,USD
Data Scientist,295490,USD
Data Engineer,254000,USD
Data Engineer,200000,USD
Data Engineer,208000,USD
Data Engineer,193000,USD
Data Scientist,359170,USD
Data Scientist,295490,USD
Data Engineer,232960,USD
Data Engineer,151840,USD
Data Engineer,163152,USD
Data Engineer,108768,USD
Data Scientist,222000,USD
Data Scientist,166500,USD
Data Engineer,241000,USD
Data Engineer,155000,USD
Data Scientist,169000,USD
Data Scientist,129300,USD
Data Engineer,204500,USD
Data Engineer,142200,USD
Data Engineer,250000,USD
Data Engineer,130000,USD
Data Scientist,189750,USD
Data Scientist,131100,USD
Data Scientist,180000,USD
Data Scientist,140000,USD
Data Engineer,185900,USD
Data Engineer,129300,USD
Data Scientist,230000,USD
Data Scientist,175000,USD
Data Scientist,175000,USD
Data Scientist,160000,USD
Data Scientist,255000,USD
Data Scientist,160000,USD
Data Engineer,121000,USD
Data Engineer,78000,USD
Data Scientist,240000,USD
Data Scientist,187000,USD
Data Scientist,195000,USD
Data Scientist,119000,USD
Data Scientist,245000,USD
Data Scientist,185000,USD
Data Engineer,196000,USD
Data Engineer,121000,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Engineer,194400,USD
Data Engineer,132192,USD
Data Engineer,124230,USD
Data Engineer,68637,USD
Data Scientist,175000,USD
Data Scientist,148750,USD
Data Scientist,135000,USD
Data Scientist,95000,USD
Data Scientist,227240,USD
Data Scientist,197600,USD
Data Scientist,161000,USD
Data Scientist,140000,USD
Data Scientist,210000,USD
Data Scientist,178500,USD
Data Engineer,285000,USD
Data Engineer,205000,USD
Data Engineer,146000,USD
Data Engineer,94000,USD
Data Engineer,165000,USD
Data Engineer,141000,USD
Data Scientist,240000,USD
Data Scientist,142000,USD
Data Engineer,208200,USD
Data Engineer,151200,USD
Data Scientist,270000,USD
Data Scientist,220000,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Engineer,149040,USD
Data Engineer,113900,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Engineer,115000,USD
Data Engineer,81500,USD
Data Scientist,240000,USD
Data Scientist,157000,USD
Data Engineer,305000,USD
Data Engineer,160000,USD
Data Engineer,175000,USD
Data Engineer,125000,USD
Data Scientist,192000,USD
Data Scientist,178000,USD
Data Scientist,218000,USD
Data Scientist,85000,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Scientist,218000,USD
Data Scientist,85000,USD
Data Engineer,145000,USD
Data Engineer,115000,USD
Data Scientist,184000,USD
Data Scientist,123000,USD
Data Engineer,185900,USD
Data Engineer,129300,USD
Data Engineer,275300,USD
Data Engineer,183500,USD
Data Scientist,168400,USD
Data Scientist,105200,USD
Data Engineer,190000,USD
Data Engineer,120000,USD
Data Scientist,170000,USD
Data Scientist,125000,USD
Data Engineer,105000,USD
Data Engineer,90000,USD
Data Engineer,158700,USD
Data Engineer,123906,USD
Data Engineer,166000,USD
Data Engineer,128000,USD
Data Engineer,293000,USD
Data Engineer,180000,USD
Data Engineer,185100,USD
Data Engineer,127600,USD
Data Scientist,218000,USD
Data Scientist,118000,USD
Data Scientist,210000,USD
Data Scientist,168000,USD
Data Scientist,190000,USD
Data Scientist,165000,USD
Data Scientist,175000,USD
Data Scientist,160000,USD
Data Engineer,153600,USD
Data Engineer,106800,USD
Data Engineer,150000,USD
Data Engineer,120000,USD
Data Scientist,160000,USD
Data Scientist,135000,USD
Data Engineer,232760,USD
Data Engineer,169280,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Scientist,168000,USD
Data Scientist,130000,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Scientist,240350,USD
Data Scientist,174800,USD
Data Engineer,154000,USD
Data Engineer,116000,USD
Data Scientist,168000,USD
Data Scientist,130000,USD
Data Scientist,233200,USD
Data Scientist,140000,USD
Data Engineer,194000,USD
Data Engineer,161000,USD
Data Engineer,185900,USD
Data Engineer,129300,USD
Data Scientist,145000,USD
Data Scientist,120000,USD
Data Engineer,241000,USD
Data Engineer,155000,USD
Data Scientist,200000,USD
Data Scientist,170000,USD
Data Scientist,150120,USD
Data Scientist,120096,USD
Data Scientist,200000,USD
Data Scientist,170000,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Engineer,146000,USD
Data Engineer,94000,USD
Data Engineer,150000,USD
Data Engineer,130000,USD
Data Scientist,256000,USD
Data Scientist,160000,USD
Data Engineer,180000,USD
Data Engineer,165000,USD
Data Engineer,193200,USD
Data Engineer,156400,USD
Data Engineer,165000,USD
Data Engineer,132300,USD
Data Scientist,237000,USD
Data Scientist,201450,USD
Data Scientist,231000,USD
Data Scientist,134000,USD
Data Scientist,285800,USD
Data Scientist,154600,USD
Data Engineer,230000,USD
Data Engineer,166000,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Engineer,190000,USD
Data Engineer,150000,USD
Data Scientist,196000,USD
Data Scientist,121000,USD
Data Scientist,219000,USD
Data Scientist,141000,USD
Data Engineer,230000,USD
Data Engineer,206000,USD
Data Engineer,284310,USD
Data Engineer,153090,USD
Data Scientist,190000,USD
Data Scientist,160000,USD
Data Engineer,215000,USD
Data Engineer,175000,USD
Data Engineer,136600,USD
Data Engineer,109280,USD
Data Engineer,146000,USD
Data Engineer,94000,USD
Data Engineer,185000,USD
Data Engineer,150000,USD
Data Engineer,145000,USD
Data Engineer,115000,USD
Data Engineer,254000,USD
Data Engineer,200000,USD
Data Scientist,192000,USD
Data Scientist,164000,USD
Data Engineer,145000,USD
Data Engineer,120000,USD
Data Scientist,140000,USD
Data Scientist,105000,USD
Data Scientist,150000,USD
Data Scientist,130000,USD
Data Engineer,161000,USD
Data Engineer,85000,USD
Data Scientist,277500,USD
Data Scientist,206000,USD
Data Scientist,236500,USD
Data Scientist,176000,USD
Data Engineer,171250,USD
Data Engineer,113750,USD
Data Engineer,146000,USD
Data Engineer,75000,USD
Data Engineer,146000,USD
Data Engineer,75000,USD
Data Engineer,265000,USD
Data Engineer,200000,USD
Data Engineer,217000,USD
Data Engineer,185000,USD
Data Scientist,190000,USD
Data Scientist,165000,USD
Data Engineer,170000,USD
Data Engineer,120000,USD
Data Engineer,182000,USD
Data Engineer,144000,USD
Data Engineer,190000,USD
Data Engineer,150000,USD
Data Scientist,210000,USD
Data Scientist,160000,USD
Data Scientist,210000,USD
Data Scientist,160000,USD
Data Scientist,210000,USD
Data Scientist,160000,USD
Data Scientist,210000,USD
Data Scientist,160000,USD
Data Scientist,210000,USD
Data Scientist,160000,USD
Data Scientist,210000,USD
Data Scientist,160000,USD
Data Scientist,210000,USD
Data Scientist,160000,USD
Data Scientist,210000,USD
Data Scientist,160000,USD
Data Scientist,236500,USD
Data Scientist,176000,USD
Data Engineer,260000,USD
Data Engineer,225000,USD
Data Engineer,163800,USD
Data Engineer,126000,USD
Data Scientist,160000,USD
Data Scientist,120000,USD
Data Engineer,161800,USD
Data Engineer,121400,USD
Data Scientist,214000,USD
Data Scientist,164000,USD
Data Engineer,175000,USD
Data Engineer,120000,USD
Data Engineer,145000,USD
Data Engineer,120000,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Scientist,195000,USD
Data Scientist,160000,USD
Data Scientist,275300,USD
Data Scientist,183500,USD
Data Scientist,175000,USD
Data Scientist,145000,USD
Data Scientist,175000,USD
Data Scientist,160000,USD
Data Engineer,174350,USD
Data Engineer,126800,USD
Data Engineer,245000,USD
Data Engineer,140000,USD
Data Scientist,183924,USD
Data Scientist,125760,USD
Data Scientist,147100,USD
Data Scientist,90700,USD
Data Scientist,170000,USD
Data Scientist,150000,USD
Data Engineer,253200,USD
Data Engineer,90700,USD
Data Engineer,270703,USD
Data Engineer,221484,USD
Data Scientist,212750,USD
Data Scientist,185000,USD
Data Scientist,262000,USD
Data Scientist,245000,USD
Data Scientist,275300,USD
Data Scientist,183500,USD
Data Scientist,218500,USD
Data Scientist,199098,USD
Data Engineer,203300,USD
Data Engineer,123600,USD
Data Engineer,231500,USD
Data Engineer,166000,USD
Data Scientist,172500,USD
Data Scientist,110500,USD
Data Engineer,238000,USD
Data Engineer,176000,USD
Data Engineer,237000,USD
Data Engineer,201450,USD
Data Engineer,115000,USD
Data Engineer,81500,USD
Data Scientist,237000,USD
Data Scientist,201450,USD
Data Engineer,193500,USD
Data Engineer,139000,USD
Data Engineer,225000,USD
Data Engineer,175000,USD
Data Engineer,185000,USD
Data Engineer,140000,USD
Data Scientist,105000,USD
Data Scientist,70000,USD
Data Engineer,217000,USD
Data Engineer,185000,USD
Data Engineer,165000,USD
Data Engineer,132300,USD
Data Engineer,179170,USD
Data Engineer,94300,USD
Data Engineer,247300,USD
Data Engineer,133800,USD
Data Scientist,150000,USD
Data Scientist,120000,USD
Data Engineer,185900,USD
Data Engineer,129300,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Engineer,161800,USD
Data Engineer,141600,USD
Data Scientist,138784,USD
Data Scientist,83270,USD
Data Engineer,95000,USD
Data Engineer,75000,USD
Data Scientist,195000,USD
Data Scientist,160000,USD
Data Engineer,145000,USD
Data Engineer,115000,USD
Data Engineer,145000,USD
Data Engineer,120000,USD
Data Engineer,241000,USD
Data Engineer,155000,USD
Data Engineer,220000,USD
Data Engineer,190000,USD
Data Engineer,160000,USD
Data Engineer,140000,USD
Data Scientist,228000,USD
Data Scientist,186000,USD
Data Scientist,190000,USD
Data Scientist,170000,USD
Data Engineer,200000,USD
Data Engineer,150000,USD
Data Engineer,128000,USD
Data Engineer,81500,USD
Data Engineer,145000,USD
Data Engineer,115000,USD
Data Engineer,185000,USD
Data Engineer,140000,USD
Data Scientist,250000,USD
Data Scientist,162500,USD
Data Engineer,145000,USD
Data Engineer,100000,USD
Data Scientist,203500,USD
Data Scientist,152000,USD
Data Scientist,239000,USD
Data Scientist,122900,USD
Data Scientist,237000,USD
Data Scientist,145000,USD
Data Engineer,220000,USD
Data Engineer,160000,USD
Data Scientist,175000,USD
Data Scientist,145000,USD
Data Engineer,240500,USD
Data Engineer,123700,USD
Data Scientist,195000,USD
Data Scientist,160000,USD
Data Engineer,219535,USD
Data Engineer,146115,USD
Data Scientist,170000,USD
Data Scientist,135000,USD
Data Scientist,175000,USD
Data Scientist,145000,USD
Data Scientist,199000,USD
Data Scientist,162000,USD
Data Scientist,175000,USD
Data Scientist,100000,USD
Data Engineer,179000,USD
Data Engineer,109000,USD
Data Scientist,245000,USD
Data Scientist,180000,USD
Data Scientist,210000,USD
Data Scientist,155000,USD
Data Scientist,165000,USD
Data Scientist,140000,USD
Data Engineer,145000,USD
Data Engineer,115000,USD
Data Engineer,222000,USD
Data Engineer,175000,USD
Data Scientist,203000,USD
Data Scientist,133200,USD
Data Engineer,221000,USD
Data Engineer,147000,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Scientist,238000,USD
Data Scientist,156000,USD
Data Engineer,150000,USD
Data Engineer,130000,USD
Data Scientist,140000,USD
Data Scientist,110000,USD
Data Engineer,240000,USD
Data Engineer,183600,USD
Data Engineer,250000,USD
Data Engineer,150000,USD
Data Engineer,145000,USD
Data Engineer,120000,USD
Data Engineer,200000,USD
Data Engineer,160000,USD
Data Scientist,157750,USD
Data Scientist,104650,USD
Data Scientist,252000,USD
Data Scientist,154000,USD
Data Scientist,191765,USD
Data Scientist,134236,USD
Data Scientist,175000,USD
Data Scientist,145000,USD
Data Scientist,237000,USD
Data Scientist,145000,USD
Data Engineer,146000,USD
Data Engineer,75000,USD
Data Scientist,200000,USD
Data Scientist,170000,USD
Data Engineer,203100,USD
Data Engineer,114500,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Engineer,160000,USD
Data Engineer,130000,USD
Data Scientist,170000,USD
Data Scientist,135000,USD
Data Scientist,195000,USD
Data Scientist,160000,USD
Data Engineer,223250,USD
Data Engineer,178600,USD
Data Scientist,297300,USD
Data Scientist,198200,USD
Data Scientist,200000,USD
Data Scientist,170000,USD
Data Scientist,317070,USD
Data Scientist,170730,USD
Data Engineer,128000,USD
Data Engineer,81500,USD
Data Engineer,171250,USD
Data Engineer,113750,USD
Data Engineer,165000,USD
Data Engineer,132300,USD
Data Scientist,225000,USD
Data Scientist,175000,USD
Data Engineer,230000,USD
Data Engineer,124500,USD
Data Engineer,145000,USD
Data Engineer,115000,USD
Data Scientist,275300,USD
Data Scientist,183000,USD
Data Engineer,180000,USD
Data Engineer,165000,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Engineer,145000,USD
Data Engineer,120000,USD
Data Scientist,173000,USD
Data Scientist,132000,USD
Data Engineer,167500,USD
Data Engineer,106500,USD
Data Scientist,275300,USD
Data Scientist,183500,USD
Data Scientist,275300,USD
Data Scientist,183500,USD
Data Engineer,150000,USD
Data Engineer,111000,USD
Data Engineer,160000,USD
Data Engineer,130000,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Scientist,201036,USD
Data Scientist,134024,USD
Data Scientist,172000,USD
Data Scientist,115000,USD
Data Engineer,163800,USD
Data Engineer,126000,USD
Data Scientist,237000,USD
Data Scientist,145000,USD
Data Engineer,139500,USD
Data Engineer,109400,USD
Data Engineer,205600,USD
Data Engineer,105700,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Scientist,239748,USD
Data Scientist,159832,USD
Data Scientist,186300,USD
Data Scientist,102500,USD
Data Engineer,165000,USD
Data Engineer,132300,USD
Data Scientist,190000,USD
Data Scientist,126000,USD
Data Engineer,153600,USD
Data Engineer,106800,USD
Data Engineer,172600,USD
Data Engineer,107900,USD
Data Engineer,260000,USD
Data Engineer,225000,USD
Data Engineer,275000,USD
Data Engineer,160000,USD
Data Scientist,175000,USD
Data Scientist,120000,USD
Data Engineer,147100,USD
Data Engineer,90700,USD
Data Engineer,168400,USD
Data Engineer,105200,USD
Data Scientist,210000,USD
Data Scientist,160000,USD
Data Scientist,205000,USD
Data Scientist,140000,USD
Data Scientist,297300,USD
Data Scientist,198200,USD
Data Engineer,139500,USD
Data Engineer,109400,USD
Data Scientist,105000,USD
Data Scientist,70000,USD
Data Engineer,146000,USD
Data Engineer,75000,USD
Data Engineer,160000,USD
Data Engineer,130000,USD
Data Engineer,276000,USD
Data Engineer,178500,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Engineer,163800,USD
Data Engineer,126000,USD
Data Scientist,239748,USD
Data Scientist,159832,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Engineer,140000,USD
Data Engineer,120000,USD
Data Engineer,153600,USD
Data Engineer,106800,USD
Data Scientist,210550,USD
Data Scientist,153300,USD
Data Scientist,175000,USD
Data Scientist,148750,USD
Data Scientist,186300,USD
Data Scientist,123900,USD
Data Scientist,149076,USD
Data Scientist,82365,USD
Data Engineer,139500,USD
Data Engineer,109400,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Scientist,201000,USD
Data Scientist,122000,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Scientist,201000,USD
Data Scientist,122000,USD
Data Engineer,121500,USD
Data Engineer,78000,USD
Data Scientist,190000,USD
Data Scientist,136000,USD
Data Scientist,275300,USD
Data Scientist,183000,USD
Data Engineer,170000,USD
Data Engineer,140000,USD
Data Engineer,154000,USD
Data Engineer,116000,USD
Data Engineer,160000,USD
Data Engineer,130000,USD
Data Scientist,175000,USD
Data Scientist,160000,USD
Data Engineer,153600,USD
Data Engineer,106800,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Engineer,167500,USD
Data Engineer,106500,USD
Data Engineer,163800,USD
Data Engineer,126000,USD
Data Scientist,260000,USD
Data Scientist,186000,USD
Data Engineer,160000,USD
Data Engineer,130000,USD
Data Scientist,150000,USD
Data Scientist,120000,USD
Data Engineer,185900,USD
Data Engineer,129300,USD
Data Scientist,136000,USD
Data Scientist,104000,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Engineer,139500,USD
Data Engineer,109400,USD
Data Engineer,80000,USD
Data Engineer,65000,USD
Data Engineer,124740,USD
Data Engineer,65488,USD
Data Engineer,153600,USD
Data Engineer,106800,USD
Data Engineer,120000,USD
Data Engineer,90000,USD
Data Scientist,149076,USD
Data Scientist,82365,USD
Data Engineer,265000,USD
Data Engineer,185000,USD
Data Scientist,147100,USD
Data Scientist,90700,USD
Data Engineer,167580,USD
Data Engineer,87980,USD
Data Engineer,202000,USD
Data Engineer,135000,USD
Data Engineer,163800,USD
Data Engineer,126000,USD
Data Engineer,104000,USD
Data Engineer,65000,USD
Data Engineer,290000,USD
Data Engineer,210000,USD
Data Engineer,192000,USD
Data Engineer,172800,USD
Data Scientist,300240,USD
Data Scientist,200160,USD
Data Scientist,300240,USD
Data Scientist,200160,USD
Data Scientist,370000,USD
Data Scientist,245000,USD
Data Engineer,137500,USD
Data Engineer,81500,USD
Data Engineer,144000,USD
Data Engineer,66000,USD
Data Scientist,126500,USD
Data Scientist,78000,USD
Data Engineer,180000,USD
Data Engineer,160000,USD
Data Engineer,259000,USD
Data Engineer,146000,USD
Data Engineer,200000,USD
Data Engineer,160000,USD
Data Scientist,155000,USD
Data Scientist,139500,USD
Data Engineer,259000,USD
Data Engineer,146000,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Engineer,139500,USD
Data Engineer,109400,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Scientist,215050,USD
Data Scientist,156400,USD
Data Scientist,209300,USD
Data Scientist,182200,USD
Data Engineer,230000,USD
Data Engineer,170000,USD
Data Engineer,180000,USD
Data Engineer,160000,USD
Data Engineer,180000,USD
Data Engineer,130000,USD
Data Engineer,226700,USD
Data Engineer,133300,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Engineer,250000,USD
Data Engineer,162500,USD
Data Engineer,167580,USD
Data Engineer,87980,USD
Data Engineer,250000,USD
Data Engineer,63000,USD
Data Engineer,124740,USD
Data Engineer,65488,USD
Data Engineer,213580,USD
Data Engineer,163625,USD
Data Engineer,160000,USD
Data Engineer,75000,USD
Data Engineer,250000,USD
Data Engineer,162500,USD
Data Scientist,145000,USD
Data Scientist,135000,USD
Data Engineer,241871,USD
Data Engineer,133832,USD
Data Scientist,170000,USD
Data Scientist,90000,USD
Data Scientist,149076,USD
Data Scientist,82365,USD
Data Scientist,175000,USD
Data Scientist,148750,USD
Data Scientist,235000,USD
Data Scientist,185000,USD
Data Scientist,216100,USD
Data Scientist,140800,USD
Data Engineer,128000,USD
Data Engineer,81500,USD
Data Scientist,250000,USD
Data Scientist,162500,USD
Data Engineer,226700,USD
Data Engineer,133300,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Engineer,163800,USD
Data Engineer,126000,USD
Data Engineer,145000,USD
Data Engineer,115000,USD
Data Engineer,150000,USD
Data Engineer,107000,USD
Data Engineer,226700,USD
Data Engineer,133300,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Engineer,265000,USD
Data Engineer,182750,USD
Data Engineer,137500,USD
Data Engineer,81500,USD
Data Scientist,165000,USD
Data Scientist,144000,USD
Data Scientist,105000,USD
Data Scientist,70000,USD
Data Scientist,183000,USD
Data Scientist,134000,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Scientist,228000,USD
Data Scientist,152000,USD
Data Scientist,209450,USD
Data Scientist,158677,USD
Data Engineer,240000,USD
Data Engineer,170000,USD
Data Scientist,237000,USD
Data Scientist,145000,USD
Data Scientist,240000,USD
Data Scientist,139000,USD
Data Engineer,165000,USD
Data Engineer,107250,USD
Data Engineer,300000,USD
Data Engineer,119000,USD
Data Scientist,285800,USD
Data Scientist,154600,USD
Data Engineer,240500,USD
Data Engineer,123700,USD
Data Engineer,160000,USD
Data Engineer,90000,USD
Data Scientist,275300,USD
Data Scientist,183500,USD
Data Scientist,275300,USD
Data Scientist,183500,USD
Data Engineer,170000,USD
Data Engineer,120000,USD
Data Engineer,225000,USD
Data Engineer,140000,USD
Data Scientist,150000,USD
Data Scientist,120000,USD
Data Engineer,85000,USD
Data Engineer,75000,USD
Data Engineer,220000,USD
Data Engineer,160000,USD
Data Engineer,205600,USD
Data Engineer,107500,USD
Data Engineer,185900,USD
Data Engineer,129300,USD
Data Engineer,160000,USD
Data Engineer,130000,USD
Data Scientist,136000,USD
Data Scientist,104000,USD
Data Scientist,110000,USD
Data Scientist,84000,USD
Data Engineer,130000,USD
Data Engineer,75000,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Engineer,226700,USD
Data Engineer,133300,USD
Data Scientist,190000,USD
Data Scientist,165000,USD
Data Engineer,170000,USD
Data Engineer,150000,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Scientist,257000,USD
Data Scientist,134000,USD
Data Engineer,205600,USD
Data Engineer,105700,USD
Data Engineer,250000,USD
Data Engineer,63000,USD
Data Scientist,237000,USD
Data Scientist,145000,USD
Data Scientist,130000,USD
Data Scientist,90000,USD
Data Scientist,210000,USD
Data Scientist,185000,USD
Data Scientist,220000,USD
Data Scientist,146000,USD
Data Engineer,300000,USD
Data Engineer,130000,USD
Data Scientist,182000,USD
Data Scientist,140000,USD
Data Engineer,122000,USD
Data Engineer,94000,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Scientist,136000,USD
Data Scientist,104000,USD
Data Scientist,168000,USD
Data Scientist,130000,USD
Data Scientist,153400,USD
Data Scientist,122700,USD
Data Scientist,185000,USD
Data Scientist,160000,USD
Data Scientist,205000,USD
Data Scientist,185000,USD
Data Scientist,223800,USD
Data Scientist,172100,USD
Data Scientist,180000,USD
Data Scientist,150000,USD
Data Engineer,232200,USD
Data Engineer,167200,USD
Data Engineer,170000,USD
Data Engineer,114000,USD
Data Engineer,291500,USD
Data Engineer,180000,USD
Data Scientist,168400,USD
Data Scientist,105200,USD
Data Engineer,133800,USD
Data Engineer,96100,USD
Data Scientist,297300,USD
Data Scientist,198200,USD
Data Engineer,202000,USD
Data Engineer,135000,USD
Data Scientist,110000,USD
Data Scientist,84000,USD
Data Engineer,160000,USD
Data Engineer,110000,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Engineer,170000,USD
Data Engineer,150000,USD
Data Scientist,135000,USD
Data Scientist,115000,USD
Data Scientist,170000,USD
Data Scientist,140000,USD
Data Engineer,175308,USD
Data Engineer,100706,USD
Data Engineer,310000,USD
Data Engineer,229000,USD
Data Engineer,226700,USD
Data Engineer,133300,USD
Data Engineer,231250,USD
Data Engineer,138750,USD
Data Engineer,199000,USD
Data Engineer,162000,USD
Data Scientist,272550,USD
Data Scientist,198200,USD
Data Scientist,182000,USD
Data Scientist,140000,USD
Data Engineer,200000,USD
Data Engineer,160000,USD
Data Engineer,187500,USD
Data Engineer,175000,USD
Data Scientist,140000,USD
Data Scientist,120000,USD
Data Scientist,180560,USD
Data Scientist,115440,USD
Data Scientist,140000,USD
Data Scientist,120000,USD
Data Engineer,291500,USD
Data Engineer,180000,USD
Data Engineer,161800,USD
Data Engineer,141600,USD
Data Engineer,166000,USD
Data Engineer,128000,USD
Data Engineer,160000,USD
Data Engineer,75000,USD
Data Engineer,236000,USD
Data Engineer,182000,USD
